Country,state_name,Year,Name Of The Region,Additional Info,"Distribution Of Offices Of Scheduled Commercial Banks (UOM:Number), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Sanction (UOM:Ratio), Scaling Factor:1","Credit-Deposit Ratio Of Scheduled Commercial Banks According To Place Of Utilisation (UOM:Ratio), Scaling Factor:1","Deposits By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit By Scheduled Commercial Banks In India (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Agriculture By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit To Industry By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Personal Loans By Scheduled Commercial Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Deposits Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit Of Regional Rural Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Credit-Deposit Ratio Of Regional Rural Banks (UOM:Ratio), Scaling Factor:1","Number Of Branches Of Regional Rural Banks (UOM:Number), Scaling Factor:1"
India,Mizoram,"Calendar Year (Jan - Dec), 2005",North-Eastern Region,,80.0,47.8,59.1,800.0,400.0,100.0,100.0,200.0,100.0,100.0,55.3,52.0
India,Nagaland,"Calendar Year (Jan - Dec), 2005",North-Eastern Region,,73.0,22.9,23.2,1300.0,300.0,0.0,100.0,100.0,0.0,,46.2,8.0
India,Odisha,"Calendar Year (Jan - Dec), 2005",Eastern Region,,2305.0,61.8,74.7,26600.0,16400.0,2100.0,7300.0,6300.0,3200.0,2100.0,64.4,829.0
India,Puducherry,"Calendar Year (Jan - Dec), 2005",Southern Region,,90.0,38.3,43.9,2800.0,1100.0,100.0,300.0,500.0,,,,
India,Punjab,"Calendar Year (Jan - Dec), 2005",Northern Region,,2764.0,50.1,49.7,65800.0,32900.0,7300.0,10700.0,8700.0,1000.0,500.0,51.9,204.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2005",Northern Region,,3481.0,68.7,76.5,42800.0,29400.0,7000.0,10300.0,8400.0,3800.0,2100.0,55.2,1011.0
India,Sikkim,"Calendar Year (Jan - Dec), 2005",Eastern Region,,55.0,29.5,29.3,1300.0,400.0,0.0,0.0,300.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2005",Southern Region,,5021.0,101.2,105.4,109600.0,110900.0,12400.0,47600.0,27900.0,800.0,800.0,98.9,212.0
India,Telangana,"Calendar Year (Jan - Dec), 2005",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2005",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,12.0,17.4,55.4,400.0,100.0,0.0,400.0,0.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2005",Western Region,,16.0,5.75,24.15,700.0,100.0,0.0,300.0,0.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2005",North-Eastern Region,,186.0,28.6,29.0,2700.0,800.0,100.0,100.0,300.0,800.0,300.0,33.9,88.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2005",Central Region,,8475.0,37.9,42.2,135400.0,51300.0,13900.0,14900.0,15600.0,14200.0,5900.0,41.3,2839.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2005",Central Region,,898.0,24.3,29.1,19600.0,4800.0,800.0,1900.0,1900.0,600.0,200.0,35.8,168.0
India,West Bengal,"Calendar Year (Jan - Dec), 2005",Eastern Region,,4661.0,52.3,56.8,111900.0,58600.0,3900.0,28900.0,12900.0,4100.0,1800.0,43.5,875.0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2004",Eastern Region,,32.0,26.1,42.2,600.0,200.0,0.0,0.0,100.0,,,,
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2004",Southern Region,,5400.0,65.9,70.9,84800.0,55900.0,10800.0,17900.0,15700.0,4800.0,3400.0,71.8,1167.0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,67.0,16.1,25.2,1100.0,200.0,0.0,0.0,100.0,100.0,,58.9,18.0
India,Assam,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,1256.0,31.8,35.7,14500.0,4600.0,500.0,1300.0,1800.0,1600.0,600.0,38.4,401.0
India,Bihar,"Calendar Year (Jan - Dec), 2004",Eastern Region,,3618.0,24.9,26.9,36000.0,9000.0,1900.0,1200.0,3200.0,5100.0,1500.0,29.4,1480.0
India,Chandigarh,"Calendar Year (Jan - Dec), 2004",Northern Region,,221.0,105.3,107.0,10400.0,10900.0,1200.0,2900.0,1700.0,,,,
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2004",Central Region,,1051.0,40.0,44.9,14600.0,5800.0,800.0,2000.0,1500.0,1400.0,400.0,27.6,441.0
India,Delhi,"Calendar Year (Jan - Dec), 2004",Northern Region,,1616.0,59.9,57.9,183000.0,109600.0,5000.0,51300.0,14100.0,,,,
India,Goa,"Calendar Year (Jan - Dec), 2004",Western Region,,341.0,21.7,27.3,10500.0,2300.0,100.0,1200.0,800.0,,,,
India,Gujarat,"Calendar Year (Jan - Dec), 2004",Western Region,,3767.0,42.2,54.8,84500.0,35700.0,4500.0,26500.0,6800.0,1500.0,700.0,45.5,389.0
India,Haryana,"Calendar Year (Jan - Dec), 2004",Northern Region,,1640.0,47.6,59.6,30600.0,14600.0,4000.0,7200.0,3600.0,1500.0,900.0,57.3,298.0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2004",Northern Region,,795.0,29.7,42.7,11000.0,3300.0,400.0,1800.0,1000.0,700.0,200.0,25.5,133.0
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2004",Northern Region,,856.0,37.4,41.7,14700.0,5500.0,300.0,900.0,1300.0,900.0,200.0,20.9,256.0
India,Jharkhand,"Calendar Year (Jan - Dec), 2004",Eastern Region,,1493.0,26.3,26.9,24000.0,6300.0,500.0,2100.0,2000.0,1400.0,400.0,25.7,391.0
India,Karnataka,"Calendar Year (Jan - Dec), 2004",Southern Region,,4992.0,63.1,69.0,93700.0,59100.0,9700.0,21500.0,17500.0,3500.0,2900.0,84.2,1124.0
India,Kerala,"Calendar Year (Jan - Dec), 2004",Southern Region,,3522.0,45.5,47.8,68100.0,31000.0,4400.0,6600.0,11000.0,1500.0,1400.0,94.6,357.0
India,Ladakh,"Calendar Year (Jan - Dec), 2004",Northern Region,,,,,,,,,,,,,
India,Lakshadweep,"Calendar Year (Jan - Dec), 2004",Southern Region,,9.0,8.0,10.0,100.0,0.0,0.0,0.0,0.0,,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2004",Central Region,,3521.0,46.9,50.1,44100.0,20700.0,5400.0,5600.0,5700.0,3800.0,1600.0,42.6,1058.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2004",Western Region,,6565.0,81.8,66.5,318300.0,260300.0,10000.0,90000.0,29300.0,1600.0,700.0,46.1,585.0
India,Manipur,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,78.0,31.6,31.8,800.0,200.0,0.0,0.0,100.0,0.0,,51.6,30.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,182.0,34.6,42.6,2800.0,1000.0,100.0,600.0,300.0,200.0,,26.1,51.0
India,Mizoram,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,79.0,34.8,39.7,700.0,200.0,0.0,0.0,200.0,100.0,100.0,40.6,52.0
India,Nagaland,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,71.0,15.0,15.2,1400.0,200.0,0.0,0.0,100.0,0.0,,38.5,7.0
India,Odisha,"Calendar Year (Jan - Dec), 2004",Eastern Region,,2270.0,53.7,58.6,22700.0,12200.0,1400.0,3700.0,4500.0,3000.0,1700.0,58.6,832.0
India,Puducherry,"Calendar Year (Jan - Dec), 2004",Southern Region,,84.0,34.5,42.6,2500.0,800.0,0.0,0.0,0.0,,,,
India,Punjab,"Calendar Year (Jan - Dec), 2004",Northern Region,,2693.0,43.1,45.7,61600.0,26600.0,5600.0,8700.0,6200.0,900.0,400.0,46.3,202.0
India,Rajasthan,"Calendar Year (Jan - Dec), 2004",Northern Region,,3422.0,55.7,62.8,38800.0,21700.0,5500.0,7000.0,6200.0,3500.0,1600.0,45.2,1013.0
India,Sikkim,"Calendar Year (Jan - Dec), 2004",Eastern Region,,49.0,22.4,23.0,1200.0,300.0,0.0,100.0,100.0,,,,
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2004",Southern Region,,4916.0,93.1,96.1,97400.0,90600.0,9100.0,36600.0,22300.0,800.0,700.0,85.6,209.0
India,Telangana,"Calendar Year (Jan - Dec), 2004",Southern Region,,,,,,,,,,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2004",Western Region,Since 2020 figures for Dadra & Nagar Haveli include Daman & Diu as well,12.0,7.8,59.4,300.0,100.0,0.0,300.0,0.0,,,,
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2004",Western Region,,16.0,5.8,24.9,700.0,100.0,0.0,300.0,0.0,,,,
India,Tripura,"Calendar Year (Jan - Dec), 2004",North-Eastern Region,,185.0,25.2,24.7,2400.0,600.0,100.0,100.0,200.0,600.0,200.0,34.1,87.0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2004",Central Region,,8367.0,33.1,38.0,119700.0,39600.0,10300.0,12200.0,11400.0,12900.0,4700.0,36.5,2854.0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2004",Central Region,,878.0,21.1,23.4,17900.0,3800.0,600.0,1100.0,1400.0,600.0,200.0,33.7,174.0
India,West Bengal,"Calendar Year (Jan - Dec), 2004",Eastern Region,,4581.0,49.5,53.8,96100.0,47600.0,3800.0,23700.0,8700.0,3900.0,1500.0,39.5,875.0
